--- Quran Word Frequency Analysis ---
Source: d:\Corporate Identity\Branding Assets\quran\quran_universal.parquet
Total Words Count: 82,456
Unique Words Count: 15,776

Top Frequent Words:
Rank   | Word                 | Count      | Frequency 
5885   | اوليس                | 2          | 0.0024%
5886   | اثقالهم              | 2          | 0.0024%
5887   | خمسين                | 2          | 0.0024%
5888   | اوثنۭا               | 2          | 0.0024%
5889   | يئسوا۟               | 2          | 0.0024%
5890   | وماويكم              | 2          | 0.0024%
5891   | فامن                 | 2          | 0.0024%
5892   | لوطۭ                 | 2          | 0.0024%
5893   | النبوه               | 2          | 0.0024%
5894   | وقرون                | 2          | 0.0024%
5895   | العنكبوت             | 2          | 0.0024%
5896   | نضربها               | 2          | 0.0024%
5897   | يعبادي               | 2          | 0.0024%
5898   | نجيهم                | 2          | 0.0024%
5899   | واجلۢ                | 2          | 0.0024%
5900   | اسوا۟                | 2          | 0.0024%
5901   | بشركائهم             | 2          | 0.0024%
5902   | دعوهۭ                | 2          | 0.0024%
5903   | فاقم                 | 2          | 0.0024%
5904   | لخلق                 | 2          | 0.0024%
5905   | منيبين               | 2          | 0.0024%
5906   | ايدي                 | 2          | 0.0024%
5907   | يصدعون               | 2          | 0.0024%
5908   | فتثير                | 2          | 0.0024%
5909   | لمحي                 | 2          | 0.0024%
5910   | ضعفۢ                 | 2          | 0.0024%
5911   | والايمن              | 2          | 0.0024%
5912   | ولكنكم               | 2          | 0.0024%
5913   | معذرتهم              | 2          | 0.0024%
5914   | للمحسنين             | 2          | 0.0024%
5915   | مستكبرۭا             | 2          | 0.0024%
5916   | يسمعها               | 2          | 0.0024%
5917   | لقمن                 | 2          | 0.0024%
5918   | حملته                | 2          | 0.0024%
5919   | امهۥ                 | 2          | 0.0024%
5920   | وفصلهۥ               | 2          | 0.0024%
5921   | مختالۢ               | 2          | 0.0024%
5922   | تروا۟                | 2          | 0.0024%
5923   | ظهرهۭ                | 2          | 0.0024%
5924   | وحده                 | 2          | 0.0024%
5925   | دونه                 | 2          | 0.0024%
5926   | بنعمت                | 2          | 0.0024%
5927   | مقتصدۭ               | 2          | 0.0024%
5928   | كفورۢ                | 2          | 0.0024%
5929   | تغرنكم               | 2          | 0.0024%
5930   | يغرنكم               | 2          | 0.0024%
5931   | الغيث                | 2          | 0.0024%
5932   | باي                  | 2          | 0.0024%
5933   | مقدارهۥ              | 2          | 0.0024%
5934   | مهينۢ                | 2          | 0.0024%
5935   | نسيتم                | 2          | 0.0024%
5936   | ولنذيقنهم            | 2          | 0.0024%
5937   | قولكم                | 2          | 0.0024%
5938   | زاغت                 | 2          | 0.0024%
5939   | الحناجر              | 2          | 0.0024%
5940   | اشحه                 | 2          | 0.0024%
5941   | وقذف                 | 2          | 0.0024%
5942   | لازوجك               | 2          | 0.0024%
5943   | كنتن                 | 2          | 0.0024%
5944   | تردن                 | 2          | 0.0024%
5945   | سراحۭا               | 2          | 0.0024%
5946   | ينساء                | 2          | 0.0024%
5947   | بيوتكن               | 2          | 0.0024%
5948   | واجرا                | 2          | 0.0024%
5949   | ضللۭا                | 2          | 0.0024%
5950   | وطرۭا                | 2          | 0.0024%
5951   | ازوج                 | 2          | 0.0024%
5952   | قدرۭا                | 2          | 0.0024%
5953   | واصيلا               | 2          | 0.0024%
5954   | وملئكتهۥ             | 2          | 0.0024%
5955   | ليخرجكم              | 2          | 0.0024%
5956   | شهدۭا                | 2          | 0.0024%
5957   | ومبشرۭا              | 2          | 0.0024%
5958   | ازوجك                | 2          | 0.0024%
5959   | فانتشروا۟            | 2          | 0.0024%
5960   | ينته                 | 2          | 0.0024%
5961   | لسنه                 | 2          | 0.0024%
5962   | قريبا                | 2          | 0.0024%
5963   | اطعنا                | 2          | 0.0024%
5964   | والمشركت             | 2          | 0.0024%
5965   | ممزق                 | 2          | 0.0024%
5966   | عبدۢ                 | 2          | 0.0024%
5967   | منيبۢ                | 2          | 0.0024%
5968   | شهرۭ                 | 2          | 0.0024%
5969   | المهين               | 2          | 0.0024%
5970   | سدرۢ                 | 2          | 0.0024%
5971   | قرۭي                 | 2          | 0.0024%
5972   | اياكم                | 2          | 0.0024%
5973   | يفتح                 | 2          | 0.0024%
5974   | مترفوها              | 2          | 0.0024%
5975   | زلفي                 | 2          | 0.0024%
5976   | فكذبوا۟              | 2          | 0.0024%
5977   | اجرۢ                 | 2          | 0.0024%
5978   | ويقذفون              | 2          | 0.0024%
5979   | فرءاه                | 2          | 0.0024%
5980   | النشور               | 2          | 0.0024%
5981   | تنذر                 | 2          | 0.0024%
5982   | يتزكي                | 2          | 0.0024%
5983   | ثمرتۢ                | 2          | 0.0024%
5984   | الونها               | 2          | 0.0024%
5985   | بيضۭ                 | 2          | 0.0024%
5986   | لخبيرۢ               | 2          | 0.0024%
5987   | يمسنا                | 2          | 0.0024%
5988   | كفرهم                | 2          | 0.0024%
5989   | شركۭ                 | 2          | 0.0024%
5990   | استكبارۭا            | 2          | 0.0024%
5991   | السيئ                | 2          | 0.0024%
5992   | لسنت                 | 2          | 0.0024%
5993   | احصينه               | 2          | 0.0024%
5994   | يسلكم                | 2          | 0.0024%
5995   | شفعتهم               | 2          | 0.0024%
5996   | ينقذون               | 2          | 0.0024%
5997   | المكرمين             | 2          | 0.0024%
5998   | العباد               | 2          | 0.0024%
5999   | الازوج               | 2          | 0.0024%
6000   | اصلوها               | 2          | 0.0024%
6001   | الكواكب              | 2          | 0.0024%
6002   | وحفظۭا               | 2          | 0.0024%
6003   | فاستفتهم             | 2          | 0.0024%
6004   | اوءاباؤنا            | 2          | 0.0024%
6005   | زجرهۭ                | 2          | 0.0024%
6006   | واقبل                | 2          | 0.0024%
6007   | طغين                 | 2          | 0.0024%
6008   | مشتركون              | 2          | 0.0024%
6009   | بالمجرمين            | 2          | 0.0024%
6010   | يطاف                 | 2          | 0.0024%
6011   | معينۭ                | 2          | 0.0024%
6012   | لذهۢ                 | 2          | 0.0024%
6013   | ينزفون               | 2          | 0.0024%
6014   | كانهن                | 2          | 0.0024%
6015   | مكنونۭ               | 2          | 0.0024%
6016   | فاقبل                | 2          | 0.0024%
6017   | قرينۭ                | 2          | 0.0024%
6018   | المصدقين             | 2          | 0.0024%
6019   | فاطلع                | 2          | 0.0024%
6020   | لكنت                 | 2          | 0.0024%
6021   | موتتنا               | 2          | 0.0024%
6022   | الزقوم               | 2          | 0.0024%
6023   | شجرهۭ                | 2          | 0.0024%
6024   | لءاكلون              | 2          | 0.0024%
6025   | فمالون               | 2          | 0.0024%
6026   | ظنكم                 | 2          | 0.0024%
6027   | سقيمۭ                | 2          | 0.0024%
6028   | تنطقون               | 2          | 0.0024%
6029   | باليمين              | 2          | 0.0024%
6030   | الاسفلين             | 2          | 0.0024%
6031   | ذريتهما              | 2          | 0.0024%
6032   | لمحضرون              | 2          | 0.0024%
6033   | مليمۭ                | 2          | 0.0024%
6034   | بالعراء              | 2          | 0.0024%
6035   | البنات               | 2          | 0.0024%
6036   | البنون               | 2          | 0.0024%
6037   | افكهم                | 2          | 0.0024%
6038   | فنادوا۟              | 2          | 0.0024%
6039   | كذاب                 | 2          | 0.0024%
6040   | الاسبب               | 2          | 0.0024%
6041   | الاوتاد              | 2          | 0.0024%
6042   | اوابۭ                | 2          | 0.0024%
6043   | وشددنا               | 2          | 0.0024%
6044   | الخطاب               | 2          | 0.0024%
6045   | نعجهۭ                | 2          | 0.0024%
6046   | فاستغفر              | 2          | 0.0024%
6047   | لزلفي                | 2          | 0.0024%
6048   | العبد                | 2          | 0.0024%
6049   | الاخيار              | 2          | 0.0024%
6050   | بفكههۢ               | 2          | 0.0024%
6051   | للطغين               | 2          | 0.0024%
6052   | فوجۭ                 | 2          | 0.0024%
6053   | مرحبۢا               | 2          | 0.0024%
6054   | فاعبد                | 2          | 0.0024%
6055   | واهليهم              | 2          | 0.0024%
6056   | ظللۭ                 | 2          | 0.0024%
6057   | اجتنبوا۟             | 2          | 0.0024%
6058   | غرفۭ                 | 2          | 0.0024%
6059   | يهيج                 | 2          | 0.0024%
6060   | فتريه                | 2          | 0.0024%
6061   | بالصدق               | 2          | 0.0024%
6062   | اسوا                 | 2          | 0.0024%
6063   | ارادني               | 2          | 0.0024%
6064   | مقاليد               | 2          | 0.0024%
6065   | وجا۟يء               | 2          | 0.0024%
6066   | وسيق                 | 2          | 0.0024%
6067   | زمرا                 | 2          | 0.0024%
6068   | وفتحت                | 2          | 0.0024%
6069   | ويستغفرون            | 2          | 0.0024%
6070   | وقهم                 | 2          | 0.0024%
6071   | ينادون               | 2          | 0.0024%
6072   | بانهۥ                | 2          | 0.0024%
6073   | ينيب                 | 2          | 0.0024%
6074   | فادعوا۟              | 2          | 0.0024%
6075   | الءازفه              | 2          | 0.0024%
6076   | الاعين               | 2          | 0.0024%
6077   | وءاثارۭا             | 2          | 0.0024%
6078   | كذابۭ                | 2          | 0.0024%
6079   | يظهر                 | 2          | 0.0024%
6080   | عذت                  | 2          | 0.0024%
6081   | متكبرۢ               | 2          | 0.0024%
6082   | مسرفۭ                | 2          | 0.0024%
6083   | ظهرين                | 2          | 0.0024%
6084   | الرشاد               | 2          | 0.0024%
6085   | للعباد               | 2          | 0.0024%
6086   | مقتا                 | 2          | 0.0024%
6087   | قلب                  | 2          | 0.0024%
6088   | ادعوكم               | 2          | 0.0024%
6089   | تدعونني              | 2          | 0.0024%
6090   | يؤفك                 | 2          | 0.0024%
6091   | وصوركم               | 2          | 0.0024%
6092   | فاحسن                | 2          | 0.0024%
6093   | صوركم                | 2          | 0.0024%
6094   | ولتبلغوا۟            | 2          | 0.0024%
6095   | يسحبون               | 2          | 0.0024%
6096   | وخسر                 | 2          | 0.0024%
6097   | وقرۭ                 | 2          | 0.0024%
6098   | وتجعلون              | 2          | 0.0024%
6099   | بمصبيح               | 2          | 0.0024%
6100   | صعقه                 | 2          | 0.0024%
6101   | صرصرۭا               | 2          | 0.0024%
6102   | اعداء                | 2          | 0.0024%
6103   | ءايته                | 2          | 0.0024%
6104   | خلقهن                | 2          | 0.0024%
6105   | خشعهۭ                | 2          | 0.0024%
6106   | اساء                 | 2          | 0.0024%
6107   | الولي                | 2          | 0.0024%
6108   | نوحۭا                | 2          | 0.0024%
6109   | حجتهم                | 2          | 0.0024%
6110   | بعيد                 | 2          | 0.0024%
6111   | نزد                  | 2          | 0.0024%
6112   | كالاعلم              | 2          | 0.0024%
6113   | ظهرهۦ                | 2          | 0.0024%
6114   | يجتنبون              | 2          | 0.0024%
6115   | كبئر                 | 2          | 0.0024%
6116   | والفوحش              | 2          | 0.0024%
6117   | صبر                  | 2          | 0.0024%
6118   | ينصرونهم             | 2          | 0.0024%
6119   | بطشۭا                | 2          | 0.0024%
6120   | لجعلنا               | 2          | 0.0024%
6121   | ابوبۭا               | 2          | 0.0024%
6122   | المشرقين             | 2          | 0.0024%
6123   | واكوابۢ              | 2          | 0.0024%
6124   | نسمع                 | 2          | 0.0024%
6125   | ويلعبوا۟             | 2          | 0.0024%
6126   | فارتقب               | 2          | 0.0024%
6127   | فدعا                 | 2          | 0.0024%
6128   | مجرمون               | 2          | 0.0024%
6129   | بابائنا              | 2          | 0.0024%
6130   | تبعۢ                 | 2          | 0.0024%
6131   | خذوه                 | 2          | 0.0024%
6132   | امينۢ                | 2          | 0.0024%
6133   | وزوجنهم              | 2          | 0.0024%
6134   | بحور                 | 2          | 0.0024%
6135   | يذوقون               | 2          | 0.0024%
6136   | ووقيهم               | 2          | 0.0024%
6137   | الدهر                | 2          | 0.0024%
6138   | يجمعكم               | 2          | 0.0024%
6139   | والساعه              | 2          | 0.0024%
6140   | ندري                 | 2          | 0.0024%
6141   | وغرتكم               | 2          | 0.0024%
6142   | حشر                  | 2          | 0.0024%
6143   | سبقونا               | 2          | 0.0024%
6144   | راوه                 | 2          | 0.0024%
6145   | يقومنا               | 2          | 0.0024%
6146   | داعي                 | 2          | 0.0024%
6147   | يحۦي                 | 2          | 0.0024%
6148   | بالهم                | 2          | 0.0024%
6149   | فضرب                 | 2          | 0.0024%
6150   | ويدخلهم              | 2          | 0.0024%
6151   | كرهوا۟               | 2          | 0.0024%
6152   | ارحامكم              | 2          | 0.0024%
6153   | فمنكم                | 2          | 0.0024%
6154   | امثلكم               | 2          | 0.0024%
6155   | السكينه              | 2          | 0.0024%
6156   | ليدخل                | 2          | 0.0024%
6157   | يبايعونك             | 2          | 0.0024%
6158   | فعلم                 | 2          | 0.0024%
6159   | فجعل                 | 2          | 0.0024%
6160   | فاستوي               | 2          | 0.0024%
6161   | فانۢ                 | 2          | 0.0024%
6162   | الصدقون              | 2          | 0.0024%
6163   | المجيد               | 2          | 0.0024%
6164   | حفيظۢ                | 2          | 0.0024%
6165   | بنينها               | 2          | 0.0024%
6166   | الاول                | 2          | 0.0024%
6167   | قرينهۥ               | 2          | 0.0024%
6168   | مناعۢ                | 2          | 0.0024%
6169   | للخير                | 2          | 0.0024%
6170   | فسبحه                | 2          | 0.0024%
6171   | وادبر                | 2          | 0.0024%
6172   | سراعۭا               | 2          | 0.0024%
6173   | ساهون                | 2          | 0.0024%
6174   | للسائل               | 2          | 0.0024%
6175   | والمحروم             | 2          | 0.0024%
6176   | طاغون                | 2          | 0.0024%
6177   | تمور                 | 2          | 0.0024%
6178   | كاسۭا                | 2          | 0.0024%
6179   | ويطوف                | 2          | 0.0024%
6180   | فلياتوا۟             | 2          | 0.0024%
6181   | الخلقون              | 2          | 0.0024%
6182   | مغرمۢ                | 2          | 0.0024%
6183   | مثقلون               | 2          | 0.0024%
6184   | والنجم               | 2          | 0.0024%
6185   | صاحبكم               | 2          | 0.0024%
6186   | بالافق               | 2          | 0.0024%
6187   | المنتهي              | 2          | 0.0024%
6188   | ربه                  | 2          | 0.0024%
6189   | الانثي               | 2          | 0.0024%
6190   | المغفره              | 2          | 0.0024%
6191   | صحف                  | 2          | 0.0024%
6192   | الزوجين              | 2          | 0.0024%
6193   | اعجاز                | 2          | 0.0024%
6194   | الزبر                | 2          | 0.0024%
6195   | اللؤلؤ               | 2          | 0.0024%
6196   | والمرجان             | 2          | 0.0024%
6197   | الجلل                | 2          | 0.0024%
6198   | والاكرام             | 2          | 0.0024%
6199   | انشقت                | 2          | 0.0024%
6200   | حميم                 | 2          | 0.0024%
6201   | عينان                | 2          | 0.0024%
6202   | يطمثهن               | 2          | 0.0024%
6203   | الاحسن               | 2          | 0.0024%
6204   | تبرك                 | 2          | 0.0024%
6205   | وقعت                 | 2          | 0.0024%
6206   | الواقعه              | 2          | 0.0024%
6207   | ثلهۭ                 | 2          | 0.0024%
6208   | ولدنۭ                | 2          | 0.0024%
6209   | مخلدون               | 2          | 0.0024%
6210   | وفكههۢ               | 2          | 0.0024%
6211   | لغوۭا                | 2          | 0.0024%
6212   | وظلۢ                 | 2          | 0.0024%
6213   | اترابۭا              | 2          | 0.0024%
6214   | لاصحب                | 2          | 0.0024%
6215   | فشربون               | 2          | 0.0024%
6216   | بمسبوقين             | 2          | 0.0024%
6217   | نبدل                 | 2          | 0.0024%
6218   | حطمۭا                | 2          | 0.0024%
6219   | محرومون              | 2          | 0.0024%
6220   | وجنت                 | 2          | 0.0024%
6221   | نورهم                | 2          | 0.0024%
6222   | وبايمنهم             | 2          | 0.0024%
6223   | واقرضوا۟             | 2          | 0.0024%
6224   | قوي                  | 2          | 0.0024%
6225   | يعودون               | 2          | 0.0024%
6226   | يتماسا               | 2          | 0.0024%
6227   | يحادون               | 2          | 0.0024%
6228   | ومعصيت               | 2          | 0.0024%
6229   | نجويكم               | 2          | 0.0024%
6230   | فانسيهم              | 2          | 0.0024%
6231   | يوق                  | 2          | 0.0024%
6232   | شح                   | 2          | 0.0024%
6233   | القدوس               | 2          | 0.0024%
6234   | بالموده              | 2          | 0.0024%
6235   | ينهيكم               | 2          | 0.0024%
6236   | مؤمنتۢ               | 2          | 0.0024%
6237   | ويدخلكم              | 2          | 0.0024%
6238   | يؤخر                 | 2          | 0.0024%
6239   | واستغني              | 2          | 0.0024%
6240   | ويعمل                | 2          | 0.0024%
6241   | سياتهۦ               | 2          | 0.0024%
6242   | حملهن                | 2          | 0.0024%
6243   | طباقۭا               | 2          | 0.0024%
6244   | بذنۢبهم              | 2          | 0.0024%
6245   | بنعمه                | 2          | 0.0024%
6246   | بمجنونۢ              | 2          | 0.0024%
6247   | معتد                 | 2          | 0.0024%
6248   | قدرين                | 2          | 0.0024%
6249   | لضالون               | 2          | 0.0024%
6250   | ترهقهم               | 2          | 0.0024%
6251   | فاهلكوا۟             | 2          | 0.0024%
6252   | والملك               | 2          | 0.0024%
6253   | كتبيه                | 2          | 0.0024%
6254   | حسابيه               | 2          | 0.0024%
6255   | عيشهۢ                | 2          | 0.0024%
6256   | راضيهۢ               | 2          | 0.0024%
6257   | عاليهۢ               | 2          | 0.0024%
6258   | قطوفها               | 2          | 0.0024%
6259   | يحض                  | 2          | 0.0024%
6260   | لقول                 | 2          | 0.0024%
6261   | والروح               | 2          | 0.0024%
6262   | كالعهن               | 2          | 0.0024%
6263   | وصحبتهۦ              | 2          | 0.0024%
6264   | وجمع                 | 2          | 0.0024%
6265   | المصلين              | 2          | 0.0024%
6266   | دعوتهم               | 2          | 0.0024%
6267   | سراجۭا               | 2          | 0.0024%
6268   | تذرن                 | 2          | 0.0024%
6269   | تزد                  | 2          | 0.0024%
6270   | ظننا                 | 2          | 0.0024%
6271   | رهقۭا                | 2          | 0.0024%
6272   | رصدۭا                | 2          | 0.0024%
6273   | ومنا                 | 2          | 0.0024%
6274   | القسطون              | 2          | 0.0024%
6275   | قم                   | 2          | 0.0024%
6276   | سبحۭا                | 2          | 0.0024%
6277   | ترجف                 | 2          | 0.0024%
6278   | فاقرءوا۟             | 2          | 0.0024%
6279   | تيسر                 | 2          | 0.0024%
6280   | عبس                  | 2          | 0.0024%
6281   | والصبح               | 2          | 0.0024%
6282   | نك                   | 2          | 0.0024%
6283   | صحفۭا                | 2          | 0.0024%
6284   | ذكرهۥ                | 2          | 0.0024%
6285   | ووجوهۭ               | 2          | 0.0024%
6286   | صلي                  | 2          | 0.0024%
6287   | فسوي                 | 2          | 0.0024%
6288   | مزاجها               | 2          | 0.0024%
6289   | يشرب                 | 2          | 0.0024%
6290   | سعيكم                | 2          | 0.0024%
6291   | تشاءون               | 2          | 0.0024%
6292   | انطلقوا۟             | 2          | 0.0024%
6293   | افواجۭا              | 2          | 0.0024%
6294   | بنيها                | 2          | 0.0024%
6295   | فسويها               | 2          | 0.0024%
6296   | ضحيها                | 2          | 0.0024%
6297   | ولانعمكم             | 2          | 0.0024%
6298   | استغني               | 2          | 0.0024%
6299   | فانت                 | 2          | 0.0024%
6300   | البحار               | 2          | 0.0024%
6301   | الفجار               | 2          | 0.0024%
6302   | مرقومۭ               | 2          | 0.0024%
6303   | واذنت                | 2          | 0.0024%
6304   | لربها                | 2          | 0.0024%
6305   | وحقت                 | 2          | 0.0024%
6306   | لليسري               | 2          | 0.0024%
6307   | الاشقي               | 2          | 0.0024%
6308   | جوعۢ                 | 2          | 0.0024%
6309   | راضيهۭ               | 2          | 0.0024%
6310   | ابتليه               | 2          | 0.0024%
6311   | يتيمۭا               | 2          | 0.0024%
6312   | فسنيسرهۥ             | 2          | 0.0024%
6313   | ولسوف                | 2          | 0.0024%
6314   | ووجدك                | 2          | 0.0024%
6315   | البينه               | 2          | 0.0024%
6316   | البريه               | 2          | 0.0024%
6317   | الحطمه               | 2          | 0.0024%
6318   | لهبۢ                 | 2          | 0.0024%
6319   | ﻿بسم                 | 1          | 0.0012%
6320   | اياك                 | 1          | 0.0012%
6321   | واياك                | 1          | 0.0012%
6322   | نستعين               | 1          | 0.0012%
6323   | اهدنا                | 1          | 0.0012%
6324   | المغضوب              | 1          | 0.0012%
6325   | وبالءاخره            | 1          | 0.0012%
6326   | ختم                  | 1          | 0.0012%
6327   | وباليوم              | 1          | 0.0012%
6328   | مرضۭا                | 1          | 0.0012%
6329   | المفسدون             | 1          | 0.0012%
6330   | شيطينهم              | 1          | 0.0012%
6331   | مستهزءون             | 1          | 0.0012%
6332   | يستهزئ               | 1          | 0.0012%
6333   | ويمدهم               | 1          | 0.0012%
6334   | ربحت                 | 1          | 0.0012%
6335   | تجرتهم               | 1          | 0.0012%
6336   | استوقد               | 1          | 0.0012%
6337   | اضاءت                | 1          | 0.0012%
6338   | بنورهم               | 1          | 0.0012%
6339   | وتركهم               | 1          | 0.0012%
6340   | كصيبۢ                | 1          | 0.0012%
6341   | ظلمتۭ                | 1          | 0.0012%
6342   | ورعدۭ                | 1          | 0.0012%
6343   | وبرقۭ                | 1          | 0.0012%
6344   | يخطف                 | 1          | 0.0012%
6345   | اضاء                 | 1          | 0.0012%
6346   | مشوا۟                | 1          | 0.0012%
6347   | بسمعهم               | 1          | 0.0012%
6348   | فرشۭا                | 1          | 0.0012%
6349   | رزقوا۟               | 1          | 0.0012%
6350   | ثمرهۢ                | 1          | 0.0012%
6351   | رزقنا                | 1          | 0.0012%
6352   | بعوضهۭ               | 1          | 0.0012%
6353   | فيعلمون              | 1          | 0.0012%
6354   | فيقولون              | 1          | 0.0012%
6355   | اموتۭا               | 1          | 0.0012%
6356   | فاحيكم               | 1          | 0.0012%
6357   | فسويهن               | 1          | 0.0012%
6358   | جاعلۭ                | 1          | 0.0012%
6359   | اتجعل                | 1          | 0.0012%
6360   | يفسد                 | 1          | 0.0012%
6361   | ويسفك                | 1          | 0.0012%
6362   | الدماء               | 1          | 0.0012%
6363   | نسبح                 | 1          | 0.0012%
6364   | بحمدك                | 1          | 0.0012%
6365   | ونقدس                | 1          | 0.0012%
6366   | عرضهم                | 1          | 0.0012%
6367   | انۢبوني              | 1          | 0.0012%
6368   | باسماء               | 1          | 0.0012%
6369   | علمتنا               | 1          | 0.0012%
6370   | انۢبئهم              | 1          | 0.0012%
6371   | انۢباهم              | 1          | 0.0012%
6372   | رغدا                 | 1          | 0.0012%
6373   | فازلهما              | 1          | 0.0012%
6374   | فاخرجهما             | 1          | 0.0012%
6375   | كلمتۢ                | 1          | 0.0012%
6376   | بعهدي                | 1          | 0.0012%
6377   | اوف                  | 1          | 0.0012%
6378   | بعهدكم               | 1          | 0.0012%
6379   | تلبسوا۟              | 1          | 0.0012%
6380   | وتكتموا۟             | 1          | 0.0012%
6381   | واركعوا۟             | 1          | 0.0012%
6382   | اتامرون              | 1          | 0.0012%
6383   | تتلون                | 1          | 0.0012%
6384   | واستعينوا۟           | 1          | 0.0012%
6385   | الخشعين              | 1          | 0.0012%
6386   | نجينكم               | 1          | 0.0012%
6387   | يذبحون               | 1          | 0.0012%
6388   | فرقنا                | 1          | 0.0012%
6389   | فانجينكم             | 1          | 0.0012%
6390   | عفونا                | 1          | 0.0012%
6391   | باتخاذكم             | 1          | 0.0012%
6392   | فتوبوا۟              | 1          | 0.0012%
6393   | فاخذتكم              | 1          | 0.0012%
6394   | بعثنكم               | 1          | 0.0012%
6395   | موتكم                | 1          | 0.0012%
6396   | وسنزيد               | 1          | 0.0012%
6397   | استسقي               | 1          | 0.0012%
6398   | فانفجرت              | 1          | 0.0012%
6399   | نصبر                 | 1          | 0.0012%
6400   | طعامۢ                | 1          | 0.0012%
6401   | بقلها                | 1          | 0.0012%
6402   | وقثائها              | 1          | 0.0012%
6403   | وفومها               | 1          | 0.0012%
6404   | وعدسها               | 1          | 0.0012%
6405   | وبصلها               | 1          | 0.0012%
6406   | اتستبدلون            | 1          | 0.0012%
6407   | مصرۭا                | 1          | 0.0012%
6408   | سالتم                | 1          | 0.0012%
6409   | والمسكنه             | 1          | 0.0012%
6410   | لكنتم                | 1          | 0.0012%
6411   | اعتدوا۟              | 1          | 0.0012%
6412   | يديها                | 1          | 0.0012%
6413   | خلفها                | 1          | 0.0012%
6414   | تذبحوا۟              | 1          | 0.0012%
6415   | اتتخذنا              | 1          | 0.0012%
6416   | فارضۭ                | 1          | 0.0012%
6417   | بكر                  | 1          | 0.0012%
6418   | عوانۢ                | 1          | 0.0012%
6419   | فافعلوا۟             | 1          | 0.0012%
6420   | صفراء                | 1          | 0.0012%
6421   | فاقعۭ                | 1          | 0.0012%
6422   | تسر                  | 1          | 0.0012%
6423   | النظرين              | 1          | 0.0012%
6424   | ذلولۭ                | 1          | 0.0012%
6425   | تثير                 | 1          | 0.0012%
6426   | شيه                  | 1          | 0.0012%
6427   | فذبحوها              | 1          | 0.0012%
6428   | فادرتم               | 1          | 0.0012%
6429   | اضربوه               | 1          | 0.0012%
6430   | ببعضها               | 1          | 0.0012%
6431   | كالحجاره             | 1          | 0.0012%
6432   | قسوهۭ                | 1          | 0.0012%
6433   | الحجاره              | 1          | 0.0012%
6434   | يتفجر                | 1          | 0.0012%
6435   | يشقق                 | 1          | 0.0012%
6436   | فيخرج                | 1          | 0.0012%
6437   | يهبط                 | 1          | 0.0012%
6438   | افتطمعون             | 1          | 0.0012%
6439   | يحرفونهۥ             | 1          | 0.0012%
6440   | عقلوه                | 1          | 0.0012%
6441   | اتحدثونهم            | 1          | 0.0012%
6442   | فتح                  | 1          | 0.0012%
6443   | ليحاجوكم             | 1          | 0.0012%
6444   | اميون                | 1          | 0.0012%
6445   | ليشتروا۟             | 1          | 0.0012%
6446   | معدودهۭ              | 1          | 0.0012%
6447   | عهدهۥ                | 1          | 0.0012%
6448   | واحطت                | 1          | 0.0012%
6449   | خطيتهۥ               | 1          | 0.0012%
6450   | احسانۭا              | 1          | 0.0012%
6451   | وذي                  | 1          | 0.0012%
6452   | تسفكون               | 1          | 0.0012%
6453   | دماءكم               | 1          | 0.0012%
6454   | اقررتم               | 1          | 0.0012%
6455   | وتخرجون              | 1          | 0.0012%
6456   | ياتوكم               | 1          | 0.0012%
6457   | تفدوهم               | 1          | 0.0012%
6458   | محرم                 | 1          | 0.0012%
6459   | اخراجهم              | 1          | 0.0012%
6460   | افتؤمنون             | 1          | 0.0012%
6461   | وتكفرون              | 1          | 0.0012%
6462   | بالرسل               | 1          | 0.0012%
6463   | افكلما               | 1          | 0.0012%
6464   | استكبرتم             | 1          | 0.0012%
6465   | ففريقۭا              | 1          | 0.0012%
6466   | فقليلۭا              | 1          | 0.0012%
6467   | يستفتحون             | 1          | 0.0012%
6468   | فلعنه                | 1          | 0.0012%
6469   | بغيا                 | 1          | 0.0012%
6470   | فباءو                | 1          | 0.0012%
6471   | بغضب                 | 1          | 0.0012%
6472   | غضبۢ                 | 1          | 0.0012%
6473   | ويكفرون              | 1          | 0.0012%
6474   | وراءهۥ               | 1          | 0.0012%
6475   | يتمنوه               | 1          | 0.0012%
6476   | ولتجدنهم             | 1          | 0.0012%
6477   | احرص                 | 1          | 0.0012%
6478   | حيوهۢ                | 1          | 0.0012%
6479   | بمزحزحهۦ             | 1          | 0.0012%
6480   | لجبريل               | 1          | 0.0012%
6481   | وميكيل               | 1          | 0.0012%
6482   | اوكلما               | 1          | 0.0012%
6483   | نبذهۥ                | 1          | 0.0012%
6484   | نبذ                  | 1          | 0.0012%
6485   | الملكين              | 1          | 0.0012%
6486   | ببابل                | 1          | 0.0012%
6487   | هروت                 | 1          | 0.0012%
6488   | ومروت                | 1          | 0.0012%
6489   | يعلمان               | 1          | 0.0012%
6490   | يقولا                | 1          | 0.0012%
6491   | تكفر                 | 1          | 0.0012%
6492   | فيتعلمون             | 1          | 0.0012%
6493   | وزوجهۦ               | 1          | 0.0012%
6494   | بضارين               | 1          | 0.0012%
6495   | ويتعلمون             | 1          | 0.0012%
6496   | علموا۟               | 1          | 0.0012%
6497   | شروا۟                | 1          | 0.0012%
6498   | لمثوبهۭ              | 1          | 0.0012%
6499   | رعنا                 | 1          | 0.0012%
6500   | انظرنا               | 1          | 0.0012%
6501   | ننسخ                 | 1          | 0.0012%
6502   | ننسها                | 1          | 0.0012%
